,Hospital Name,Beds,City,State
5895,SSM Health Saint Clare Hospital -Baraboo,43,Baraboo,WI
5896,SSM Health Saint Joseph Health Center - Wentzville,86,Wentzville,MO
5897,SSM Health Saint Joseph Hospital - Lake Saint Louis,199,Lake Saint Louis,MO
5898,SSM Health Saint Louis University Hospital,327,Saint Louis,MO
5899,SSM Health Saint Mary's Hospital - Audrain,60,Mexico,MO
5900,SSM Health Saint Mary's Hospital - Jefferson City,167,Jefferson City,MO
5901,SSM Health Saint Mary's Hospital - Madison,362,Madison,WI
5902,SSM Health Saint Mary's Hospital - Saint Louis,676,Saint Louis,MO
5903,SSM Health Saint Mary's Hospital-Centralia,106,Centralia,IL
5904,SSM Health Saint Mary's Hospital-Janesville,50,Janesville,WI
5905,SSM Health St. Anthony Hospital-Shawnee,77,Shawnee,OK
5906,St. Bernard Parish Hospital,40,Chalmette,LA
5907,St. Bernards Medical Center,353,Jonesboro,AR
5908,St. Charles Redmond,48,Redmond,OR
5909,St. Clare Hospital,106,Lakewood,WA
5910,St. Elizabeth Hospital,25,Enumclaw,WA
5911,St. Francis P&S Surgery & Heart Center,22,Monroe,LA
5912,St. James Healthcare,71,Butte,MT
5913,St. James Parish Hospital,25,Lutcher,LA
5914,St. John's Riverside Hospital ParkCare Pavilion,190,Yonkers,NY
5915,St. Joseph Hospital,203,Bethpage,NY
5916,St. Joseph Mercy Ann Arbor,507,Ypsilanti,MI
5917,St. Luke Hospital,10,Marion,KS
5918,St. Luke's Boise Medical Center,578,Boise,ID
5919,St. Luke's Children's Hospital,0,Boise,ID
5920,St. Luke's Elmore,59,Mountain Home,ID
5921,St. Luke's Jerome Medical Center,25,Jerome,ID
5922,St. Luke's Magic Valley Medical Center,214,Twin Falls,ID
5923,St. Luke's McCall,15,McCall,ID
5924,St. Luke's Meridian Medical Center,0,Meridian,ID
5925,St. Luke's Nampa Medical Center,70,Nampa,ID
5926,St. Luke's Rehabilitation Hospital,61,Boise,ID
5927,St. Luke's Upper Bucks Campus,0,Quakertown,PA
5928,St. Luke's Wood River Medical Center,25,Ketchum,ID
5929,St. Mary Medical Center Long Beach,284,Long Beach,CA
5930,St. Mary's Hospital,185,Athens,GA
5931,St. Thomas More Hospital,133,Canon City,CO
5932,St. Vincent Neighborhood Hospital Avon,20,Avon,IN
5933,St. Vincent Neighborhood Hospital Castleton,0,Indianapolis,IN
5934,St. Vincent Neighborhood Hospital Indianapolis South,0,Indianapolis,IN
5935,St. Vincent Neighborhood Hospital Noblesville,0,Noblesville,IN
5936,St. Vincent Neighborhood Hospital Plainfield,0,Plainfield,IN
5937,Stafford County Hospital,25,Stafford,KS
5938,Stafford Hospital,90,Stafford,VA
5939,Stamford Hospital,305,Stamford,CT
5940,Stanford Health - ValleyCare - Pleasanton,0,Pleasanton,CA
5941,Stanford Health Care - ValleyCare-Livermore,207,Livermore,CA
5942,Stanford Hospital,477,Stanford,CA
5943,Stanislaus Surgical Hospital,23,Modesto,CA
5944,Stanton County Hospital,16,Johnson,KS
5945,Star Valley Medical Center,22,Afton,WY
5946,Starke Hospital,15,Knox,IN
5947,Starr County Memorial Hospital,48,Rio Grande City,TX
5948,Starr Regional Medical Center - Athens,194,Athens,TN
5949,State Hospital South,135,Blackfoot,ID
5950,Staten Island University Hospital,627,Staten Island,NY
5951,Steele Memorial Medical Center,18,Salmon,ID
5952,Stephens County Hospital,74,Toccoa,GA
5953,Stephens Memorial Hospital,25,Norway,ME
5954,Stephens Memorial Hospital,14,Breckenridge,TX
5955,Sterling Regional MedCenter,25,Sterling,CO
5956,Sterling Surgical Hospital,10,Slidell,LA
5957,Sterlington Rehabilitation Hospital,10,Bastrop,LA
5958,Stevens Community Medical Center,25,Morris,MN
5959,Stevens County Hospital,17,Hugoton,KS
5960,Stewart Memorial Community Hospital,25,Lake City,IA
5961,Stillwater Billings Clinic,10,Columbus,MT
5962,Stillwater Medical Center,103,Stillwater,OK
5963,Stone County Medical Center,25,Mountain View,AR
5964,Stonecrest Center,162,Detroit,MI
5965,StoneSprings Hospital Center,124,Dulles,VA
5966,Stonewall Jackson Memorial Hospital,70,Weston,WV
5967,Stonewall Memorial Hospital,20,Aspermont,TX
5968,Stony Brook Children's Hospital,0,Stony Brook,NY
5969,Stony Brook Eastern Long Island Hospital,90,Greenport,NY
5970,Stony Brook Southampton Hospital,94,Southampton,NY
5971,Stony Brook University Hospital,695,Stony Brook,NY
5972,Stormont Vail Behavioral Health Center,0,Topeka,KS
5973,Stormont Vail Hospital,439,Topeka,KS
5974,Story County Medical Center-North Campus,17,Nevada,IA
5975,Story County Medical Center-South Campus,0,Nevada,IA
5976,Stoughton Hospital,32,Stoughton,WI
5977,Straith Hospital,34,Southfield,MI
5978,Strategic Behavioral Center-Raleigh,116,Garner,NC
5979,Straub Medical Center,159,Honolulu,HI
5980,Strawhun Center,16,Merrillville,IN
5981,Streamwood Behavioral Health Center,178,Streamwood,IL
5982,Strong Memorial Hospital,852,Rochester,NY
5983,Stroud Regional Medical Center,25,Stroud,OK
5984,Studer Family Children's Hospital at Ascension Sacred Heart,0,Pensacola,FL
5985,Sturdy Memorial Hospital,131,Attleboro,MA
5986,Sturgis Hospital,49,Sturgis,MI
5987,Suburban Community Hospital,126,East Norriton,PA
5988,Sugar Land Rehabilitation Hospital,0,Sugarland,TX
5989,Sullivan County Community Hospital,25,Sullivan,IN
5990,Sullivan County Memorial Hospital,26,Milan,MO
5991,Summa Health System - Akron Campus,653,Akron,OH
5992,Summa Health System-Barberton Campus,178,Barberton,OH
5993,Summa Health System-St. Thomas Campus,0,Akron,OH
5994,Summa Rehab Hospital,60,Akron,OH
5995,Summerlin Hospital Medical Center,401,Las Vegas,NV
5996,Summers County ARH Hospital,25,Hinton,WV
5997,Summersville Regional Medical Center,77,Summersville,WV
5998,Summersville Regional Medical Center,101,Summersville,WV
5999,Summerville Medical Center,0,Summerville,SC
6000,Summit Behavioral Healthcare Hospital,291,Cincinnati,OH
6001,Summit Healthcare Regional Medical Center,89,Show Low,AZ
6002,Summit Medical Center,9,Edmond,OK
6003,Summit Medical Center,0,Casper,WY
6004,Summit Oaks Hospital,122,Summit,NJ
6005,Summit Pacific Medical Center,10,Elma,WA
6006,Summit Surgical,10,Hutchinson,KS
6007,SummitRidge Hospital,96,Lawrenceville,GA
6008,Sumner County Hospital,25,Caldwell,KS
6009,Sumner Regional Medical Center,155,Gallatin,TN
6010,SUN Behavioral Health,197,Erlanger,KY
6011,SUN Behavioral Health - Columbus,81,Columbus,OH
6012,SUN Behavioral Health - Houston,148,Houston,TX
6013,SUN Behavioral Health - Delaware,90,Georgetown,DE
6014,Suncoast Behavioral Health Center,60,Bradenton,FL
6015,Sunland Home Foundation,9,Encinitas,CA
6016,Sunnyview Rehabilitation Hospital,115,Schenectady,NY
6017,Sunrise Canyon Hospital,30,Lubbock,TX
6018,Sunrise Children's Hospital,0,Las Vegas,NV
6019,Sunrise Hospital & Medical Center,596,Las Vegas,NV
6020,Sunshine Children's Home and Rehab Center,0,Ossining,NY
6021,Surgeons Choice Medical Center,71,Southfield,MI
6022,Surgery Specialty Hospitals of America,37,Pasadena,TX
6023,Surgical Hospital Of Oklahoma,12,Oklahoma City,OK
6024,Surgical Institute of Reading,15,Wyomissing,PA
6025,Surgical Specialty Center of Baton Rouge,16,Baton Rouge,LA
6026,Surprise Valley Healthcare District,26,Cedarville,CA
6027,Susan B. Allen Memorial Hospital,53,El Dorado,KS
6028,Sutter Amador Hospital,52,Jackson,CA
6029,Sutter Auburn Faith Hospital,64,Auburn,CA
6030,Sutter Center for Psychiatry,73,Sacramento,CA
6031,Sutter Coast Hospital,49,Crescent City,CA
6032,Sutter Davis Hospital,48,Davis,CA
6033,Sutter Delta Medical Center,145,Antioch,CA
6034,Sutter Lakeside Hospital,25,Lakeport,CA
6035,Sutter Maternity and Surgery Center of Santa Cruz,30,Santa Cruz,CA
6036,Sutter Medical Center,523,Sacramento,CA
6037,Sutter Roseville Medical Center,328,Roseville,CA
6038,Sutter Santa Rosa Regional Hospital,84,Santa Rosa,CA
6039,Sutter Solano Medical Center,106,Vallejo,CA
6040,Sutter Surgical Hospital - North Valley,14,Yuba City,CA
6041,Sutter Tracy Community Hospital,77,Tracy,CA
6042,Swain Community Hospital,24,Bryson City,NC
6043,Swedish Ballard Campus,0,Seattle,WA
6044,Swedish Cherry Hill Campus,211,Seattle,WA
6045,Swedish Edmonds Campus,178,Edmonds,WA
6046,Swedish First Hill Campus,668,Seattle,WA
6047,Swedish Hospital,306,Chicago,IL
6048,Swedish Issaquah Campus,126,Issaquah,WA
6049,Swedish Medical Center,372,Englewood,CO
6050,SwedishAmerican Hospital,313,Rockford,IL
6051,Sweeny Community Hospital,14,Sweeny,TX
6052,Sweetwater Hospital Association,59,Sweetwater,TN
6053,Swift County-Benson Health Services,18,Benson,MN
6054,Swisher Memorial Hospital,20,Tulia,TX
6055,Sycamore Medical Center,168,Miamisburg,OH
6056,Sycamore Shoals Hospital,121,Elizabethton,TN
6057,Sycamore Springs,48,Lafayette,IN
6058,Sylvester Comprehensive Cancer Center,0,Miami,FL
6059,Syosset Hospital,74,Syosset,NY
6060,Syracuse Area Health,10,Syracuse,NE
6061,Syracuse VA Medical Center,0,Syracuse,NY
6062,Syringa General Hospital,15,Grangeville,ID
6063,T. J. Samson Community Hospital,124,Glasgow,KY
6064,T.J. Health Columbia,69,Columbia,KY
6065,Tahoe Forest Hospital,62,Truckee,CA
6066,Tahoe Pacific Hospitals - Meadows,60,Reno,NV
6067,Tahoe Pacific Hospitals - North,0,Sparks,NV
6068,Tallahassee Memorial Healthcare,475,Tallahassee,FL
6069,Tallahatchie General Hospital,9,Charleston,MS
6070,Tampa Community Hospital,201,Tampa,FL
6071,Tampa General Hospital,979,Tampa,FL
6072,Tanner Medical Center Carrollton,157,Carrollton,GA
6073,Tanner Medical Center East Alabama,15,Wedowee,AL
6074,Tanner Medical Center Villa Rica,132,Villa Rica,GA
6075,TaraVista Behavioral Health Center,108,Devens,MA
6076,Tarzana Treatment Center,4,Tarzana,CA
6077,Taunton State Hospital,45,Taunton,MA
6078,Taylor Hardin Secure Medical Facility,0,Tuscaloosa,AL
6079,Taylor Hospital,213,Ridley Park,PA
6080,Taylor Regional Hospital,157,Hawkinsville,GA
6081,Taylor Regional Hospital,90,Campbellsville,KY
6082,Taylorville Memorial Hospital,25,Taylorville,IL
6083,Telluride Regional Medical Center,0,Telluride,CO
6084,Temecula Valley Hospital,140,Temecula,CA
6085,Tempe Saint Luke's Hospital,65,Tempe,AZ
6086,Temple University Hospital,732,Philadelphia,PA
6087,Temple University Hospital - Episcopal Campus,0,Philadelphia,PA
6088,Ten Broeck Tennessee,36,Cookeville,TN
6089,Tennova Healthcare - Cleveland Main Campus,183,Cleveland,TN
6090,Tennova Healthcare - Harton,74,Tullahoma,TN
6091,Tennova Healthcare - Shelbyville,44,Shelbyville,TN
6092,Tennova Healthcare Clarksville,254,Clarksville,TN
6093,Terre Haute Regional Hospital,195,Terre Haute,IN
6094,Terrebonne General Medical Center,210,Houma,LA
6095,Terrell State Hospital,288,Terrell,TX
6096,Teton Valley Hospital,13,Driggs,ID
6097,Tewksbury Hospital,540,Tewksbury,MA
6098,Texas Center for Infectious Disease,38,San Antonio,TX
6099,Texas Children's Hospital,795,Houston,TX
6100,Texas Children's Hospital The Woodlands,0,The Woodlands,TX
6101,Texas Children's Hospital West Campus,0,Houston,TX
6102,Texas County Memorial Hospital,47,Houston,MO
6103,Texas Emergency Hospital,107,Cleveland,TX
6104,Texas Health Allen,44,Allen,TX
6105,Texas Health Alliance,101,Fort Worth,TX
6106,Texas Health Arlington Medical Hospital,229,Arlington,TX
6107,Texas Health Azle,31,Azle,TX
6108,Texas Health Center for Diagnostics & Surgery,18,Plano,TX
6109,Texas Health Clearfork,0,Fort Worth,TX
6110,Texas Health Cleburne,109,Cleburne,TX
6111,Texas Health Dallas,629,Dallas,TX
6112,Texas Health Denton,196,Denton,TX
6113,Texas Health Fort Worth,662,Fort Worth,TX
6114,Texas Health Harris Methodist Hospital Southlake,17,Southlake,TX
6115,Texas Health Heart & Vascular Hospital Arlington,47,Arlington,TX
6116,Texas Health HEB,249,Bedford,TX
6117,Texas Health Huguley Hospital Fort Worth South,213,Burleson,TX
6118,Texas Health Kaufman,63,Kaufman,TX
6119,Texas Health Plano,369,Plano,TX
6120,Texas Health Presbyterian Hospital Flower Mound,99,Flower Mound,TX
6121,Texas Health Southwest,245,Fort Worth,TX
6122,Texas Health Specialty Hospital,15,Fort Worth,TX
6123,Texas Health Stephenville,50,Stephenville,TX
6124,Texas Institute for Surgery,9,Dallas,TX
6125,Texas NeuroRehab Center,47,Austin,TX
6126,Texas Orthopedic Hospital,49,Houston,TX
6127,Texas Rehabilitation Hospital of Arlington,40,Arlington,TX
6128,Texas Rehabilitation Hospital of Fort Worth,66,Fort Worth,TX
6129,Texas Scottish Rite Hospital for Children,0,Dallas,TX
6130,Texoma Behavioral Health Center,0,Sherman,TX
6131,Texoma Medical Center,378,Denison,TX
6132,Thayer County Health Services,19,Hebron,NE
6133,The Barbara Bush Children's Hospital at Maine Medical Center,0,Portland,ME
6134,The Bellevue Hospital,50,Bellevue,OH
6135,The Blackberry Center,64,St. Cloud,FL
6136,The Bradley Center of Saint Francis,64,Columbus,GA
6137,The BridgeWay Hospital,116,North Little Rock,AR
6138,The Brook Hospital - Dupont,68,Louisville,KY
6139,The Brook Hospital - KMI,62,Louisville,KY
6140,The Brookdale University Hospital and Medical Center,797,Brooklyn,NY
6141,The Brooklyn Hospital Center,282,Brooklyn,NY
6142,The Brown County Community Treatment Center,79,Green Bay,WI
6143,The Carolina Center for Behavioral Health,130,Greer,SC
6144,The Centers Marion County,15,Ocala,FL
6145,The Children's Center Rehabilitation Hospital,0,Bethany,OK
6146,The Children's Hospital at Montefiore,0,Bronx,NY
6147,The Children's Hospital at OU Medical Center,0,Oklahoma City,OK
6148,The Children's Hospital at Providence,0,Anchorage,AK
6149,The Children's Hospital at Saint Francis,0,Tulsa,OK
6150,The Children's Hospital at TriStar Centennial,0,Nashville,TN
6151,The Children's Hospital for Rehabilitation at the Cleveland Clinic,0,Cleveland,OH
6152,The Children's Hospital of Philadelphia,555,Philadelphia,PA
6153,The Christ Hospital,538,Cincinnati,OH
6154,The Cleveland Clinic,1285,Cleveland,OH
6155,The Connecticut Hospice,6,Branford,CT
6156,The Connecticut Mental Health Center,32,New Haven,CT
6157,The CORE Institute Specialty Hospital,32,Phoenix,AZ
6158,The Foley Center at Chestnut Ridge,0,Blowing Rock,NC
6159,The George Washington University Hospital,365,Washington,DC
6160,The Guidance Center,16,Flagstaff,AZ
6161,The HealthCenter,27,Kalispell,MT
6162,The Heart Hospital,24,Newburgh,IN
6163,The Heart Hospital of New Mexico at Lovelace Medical Center,55,Albuquerque,NM
6164,The Herman & Walter Samuelson Children's Hospital at Sinai,0,Baltimore,MD
6165,The Hospital at Hebrew Senior Care,45,West Hartford,CT
6166,The Hospital at Westlake Medical Center,23,West Lake Hills,TX
6167,The Hospital for Extended Recovery,35,Norfolk,VA
6168,The Hospital of Central Connecticut Bradley Memorial Campus,42,Southington,CT
6169,The Hospital of Central Connecticut at New Britain General,278,New Britain,CT
6170,The Hospitals of Providence East Campus,182,El Paso,TX
6171,The Hospitals of Providence Horizon City Campus,9,Horizon City,TX
6172,The Hospitals of Providence Memorial Campus,320,El Paso,TX
6173,The Hospitals of Providence Sierra Campus,258,El Paso,TX
6174,The Hospitals of Providence Transmountain Campus,106,El Paso,TX
6175,The HSC Pediatric Center,0,Washington,DC
6176,The Jewish Hospital - Mercy Health,186,Cincinnati,OH
6177,The John L. Gildner Regional Institute for Children and Adolescents,0,Rockville,MD
6178,The Johns Hopkins Hospital,1003,Baltimore,MD
6179,The Meadows Psychiatric Center,111,Centre Hall,PA
6180,The Medical Center at Albany,38,Albany,KY
6181,The Medical Center at Bowling Green,316,Bowling Green,KY
6182,The Medical Center at Franklin,25,Franklin,KY
6183,The Medical Center at Scottsville,135,Scottsville,KY
6184,The Medical Center Caverna,25,Horse Cave,KY
6185,The Medical Center of Aurora,329,Aurora,CO
6186,The Medical Center of Peach County,25,Byron,GA
6187,The Medical Center of Southeast Texas,216,Port Arthur,TX
6188,The Memorial Hospital,70,North Conway,NH
6189,The Minnesota Security Hospital,646,Saint Peter,MN
6190,The Miriam Hospital,247,Providence,RI
6191,The Monroe Clinic Hospital,58,Monroe,WI
6192,The Moses H. Cone Memorial Hospital,831,Greensboro,NC
6193,The Mount Sinai Hospital,1161,New York,NY
6194,The National Institutes of Health (NIH) Clinical Center,0,Bethesda,MD
6195,The Nebraska Medical Center,558,Omaha,NE
6196,The NeuroMedical Center Rehabilitation Hospital,27,Baton Rouge,LA
6197,The New York Eye and Ear Infirmary,16,New York,NY
6198,The Northern Navajo Medical Center,60,Shiprock,NM
6199,The Orthopedic Specialty Hospital (TOSH),40,Murray,UT
6200,The Outer Banks Hospital,21,Nags Head,NC
6201,The Pavilion,69,Champaign,IL
6202,The Pavilion at Williamsburg Place,57,Williamsburg,VA
6203,The Physicians Centre Hospital,16,Bryan,TX
6204,The Physicians Hospital in Anadarko,25,Anadarko,OK
6205,The Psychiatric Institute of Washington,124,Washington,DC
6206,The Queen's Medical Center,650,Honolulu,HI
6207,The Queen's Medical Center West O'Ahu,0,Ewa Beach,HI
6208,The Regional Institute for Children and Adolescents - Baltimore,0,Catonsville,MD
6209,The Rehabilitation Hospital of Montana,0,Billings,MT
6210,The Rehabilitation Institute of Saint Louis-Central West End,131,Saint Louis,MO
6211,The Rehabilitation Institute of St. Louis-St. Peters,0,St. Peters,MO
6212,The Richland Hospital,25,Richland Center,WI
6213,The Ridge Behavioral Health System,92,Lexington,KY
6214,The Ronald McDonald Children's Hospital at Loyola,0,Maywood,IL
6215,The Samaritan Center,55,Detroit,MI
6216,The Sanctuary at the Woodlands,40,Cullman,AL
6217,The Specialty Hospital of Meridian,49,Meridian,MS
6218,The Spine Hospital of Louisiana,23,Baton Rouge,LA
6219,The Surgical Hospital at Southwoods,24,Boardman,OH
6220,The University Hospital,355,Newark,NJ
6221,The University of Chicago Medical Center,682,Chicago,IL
6222,The University of Kansas Health System- Indian Creek Campus,0,Overland Park,KS
6223,The University of Kansas Hospital,892,Kansas City,KS
6224,The University of Texas M. D. Anderson Cancer Center,674,Houston,TX
6225,The University of Texas Medical Branch Galveston Campus,561,Galveston,TX
6226,The University of Texas Medical Branch League City Campus Hospital,0,League City,TX
6227,The University of Toledo Medical Center,246,Toledo,OH
6228,The University of Vermont Health Network Central Vermont Medical Center,76,Berlin,VT
6229,The University of Vermont Health Network Champlain Valley Physicians Hospital,354,Plattsburgh,NY
6230,The University of Vermont Health Network Elizabethtown Community Hospital,25,Elizabethtown,NY
6231,The University of Vermont Health Network Elizabethtown Community Hospital - Ticonderoga Campus,0,Ticonderoga,NY
6232,The University of Vermont Health Network-Alice Hyde Medical Center,183,Malone,NY
6233,The University of Vermont Medical Center,450,Burlington,VT
6234,The Unterberg Children's Hospital at Monmouth Medical Center,0,Long Branch,NJ
6235,The Valley Hospital,363,Ridgewood,NJ
6236,The Vermont Psychiatric Care Hospital,25,Berlin,VT
6237,The Villages Regional Hospital,307,The Villages,FL
6238,The Vines Hospital,98,Ocala,FL
6239,The Westerly Hospital,75,Westerly,RI
6240,The William J. McCord Center,0,Orangeburg,SC
6241,The Willough at Naples,87,Naples,FL
6242,The Woman's Hospital of Texas,257,Houston,TX
